"PRODUCT_ID","LANGUAGE_ID","TRANSLATED_NAME","TRANSLATED_DESCRIPTION"
1734,"SK","K?bel RS-232 10/AM","10 stopov? k?bel RS-232 s M/M a 9M/25M adapt?rmi"
1734,"TH","????????? RS232 10/AM","????????? RS232 ??????? 10 ??? ??????????????? M/M ??? 9M/25M"
1734,"TR","Kablo RS232 10/AM","M/M ve 9M/25M adapt?rleri bulunan 3,04 m RS232 kablo"
1734,"US","Cable RS232 10/AM","10 ft RS232 cable with M/M and 9M/25M adapters"
1734,"ZHS","?? RS232 10/AM","10 ?? RS232 ??, ? M/M ???? 9M/25M ???"
1734,"ZHT","?? RS232 10/AM","? M/M ? 9M/25M ???? 10 ?? RS232 ??"
1737,"AR","???? SCSI 10/FW/ADS","SCSI2 F/W 10 ????? ?????? ?? ???? DSxx0"
1737,"CA","Cable SCSI 10/FW/ADS","Cable SCSI2 F/W de 3 m adaptat a DSxx0"
1737,"CS","Kabel SCSI 10/FW/ADS","Kabel 10 stop SCSI2 s p?izp?soben?m F/W do DSxx0"
1737,"D","Cable SCSI 10/FW/ADS","SCSI2 F/W Adapter f?r DSxx0 Kabel"
1737,"DK","Kabel SCSI 10/FW/ADS","SCSI2 F/W-adapter, 10 fod, til DSxx0-kabel"
1737,"E","Cable SCSI 10/FW/ADS","Cable del adaptador SCSI2 F/W a DSxx0 de 3,05 m (10 pies)"
1737,"EL","??????? SCSI 10/FW/ADS","??????? 3 ?????? SCSI2 F/W ??????????? ?? DSxx0"
1737,"ESA","Cable SCSI 10/FW/ADS","Cable del adaptador SCSI2 F/W a DSxx0 de 3,05 m (10 pies)"
1737,"F","Cable SCSI 10/FW/ADS","Cordon adaptateur SCSI2 F/W-DSxx0 10 pieds"
1737,"FRC","Cable SCSI 10/FW/ADS","Cordon adaptateur SCSI2 F/W-DSxx0 10 pieds"
1737,"HU","SCSI 10/FW/ADS k?bel","10 l?b SCSI2 F/W adapter DSxx0 k?belhez"
1737,"I","Cavo SCSI 10/FW/ADS","Adattatore SCSI2 F/W 10ft per cavo DSxx0"
1737,"IW","??? SCSI 10/FW/ADS","??? 3 ??? SCSI2 F/W ????? ?-DSxx0"
1737,"JA","????SCSI 10/FW/ADS","DSxx0?????????SCSI2 F/W?3m"
1737,"KO","??? SCSI 10/FW/ADS","10?? SCSI2 F/W Adapt ? DSxx0 ???"
1737,"N","Kabel SCSI 10/FW/ADS","10-fots SCSI2 F/W-tilpasning til DSxx0-kabel"
1737,"NL","Kabel SCSI 10/FW/ADS","SCSI2-verloopkabel (3 mtr) met F/W-verloopkabel voor DSxx0-kabel"
1737,"PL","Kabel SCSI 10/FW/ADS","3-metrowy kabel SCSI2 F/W na DSxx0."
1737,"PT","Cabo SCSI 10/FW/ADS","Cabo SCSI2 de 10 p?s (3,05 metros) F/W Adapt to DSxx0"
1737,"PTB","Cabo SCSI 10/FW/ADS","Adaptador SCSI2 F/W de 10 p?s para Cabo DSxx0"
1737,"RO","Cablu SCSI 10/FW/ADS","Cablu SCSI2 F/W de 10 picioare, adaptabil la cablurile DSxx0"
1737,"RU","?????? SCSI 10/FW/ADS","?????? SCSI2 ? ???????????? ? F/W ?? DSxx0 ?????? 10 ?????"
1737,"S","Kabel SCSI 10/FW/ADS","SCSI2-kabel p? 8 m F/W-adapter till DSxx0"
1737,"SF","Kaapeli SCSI 10/FW/ADS","3,0 metrin SCSI2, F/W-sovitus DSx000-kaapeliin."
1737,"SK","K?bel SCSI 10/FW/ADS","10-stopov? SCSI2 F/W adapt?r na k?bel DSxx0"
1737,"TH","????????? SCSI 10/FW/ADS","????????? SCSI2 ??????? 10 ??? ?????????????????? F/W ???? DSxx0"
1737,"TR","Kablo SCSI 10/FW/ADS","DSxx0 Kablo i?in 3,04 m SCSI2 F/W Adapt?r"
1737,"US","Cable SCSI 10/FW/ADS","10ft SCSI2 F/W Adapt to DSxx0 Cable"
1737,"ZHS","?? SCSI 10/FW/ADS","SCSI2 F/W ? DSxx0 ?????, 10 ??"
1737,"ZHT","?? SCSI 10/FW/ADS","10 ?? SCSI2 F/W ??? DSxx0 ??"
1738,"AR","PS 110V /US","???? ???? 110 ???? - ?????? ?? US"
1738,"CA","PS 110V /US","Font d'alimentaci? de 110 V - compatibilitat per als EUA"
1738,"CS","PS 110V /US","Nap?jec? zdroj 110 V - kompatibiln? pro Spojen? st?ty"
1738,"D","PS 110V /US","110 V Stromversorgung - US-kompatibel"
1738,"DK","PS 110V /US","110 V str?mforsyning - US-kompatibel"
1738,"E","PS 110V /US","Fuente de Alimentaci?n de 110 V: Compatible con E"
1738,"EL","PS 110V /US","?????????? 110 V - ??????????? ?? ?? ??????? ?.?.?."
1738,"ESA","PS 110V /US","Fuente de Alimentaci?n de 110 V: Compatible con ESA"
1738,"F","PS 110V /US","Alimentation 110 V - compatible F"
1738,"FRC","PS 110V /US","Alimentation 110 V - compatible F"
1738,"HU","PS 110V /US","110 V-os t?pegys?g - amerikai v?ltozat"
1738,"I","PS 110V /US","Alimentazione 110 V - compatibile IT"
1738,"IW","PS 110V /US","??? ??? 110 V - ???? ????""?"
1738,"JA","PS 110V /US","110V???? - US??"
1738,"KO","PS 110V /US","110V ?? ??? - US ??"
1738,"N","PS 110V /US","110 V str?mforsyningsenhet - USA-kompatibel"
1738,"NL","PS 110V /US","110 V voeding - VS compatibel"
1738,"PL","PS 110V /US","Zasilacz 110 V - standard USA."
1738,"PT","PS 110V /US","Fonte de Alimenta??o de 110 V - Compat?vel com os E.U.A."
1738,"PTB","PS 110V /US","Alimenta??o 110 V - compat?vel nos EUA"
1738,"RO","PS 110V /US","Surs? de alimentare 110 V - compatibil? S.U.A."
1738,"RU","PS 110V /US","???? ??????? 110 ? - ????????? ?? ?????????? ???"
1738,"S","PS 110V /US","Kraftaggregat, 110 V - USA-kompatibel"
1738,"SF","Virtal?hde 110V /US","110 voltin virtal?hde, sopii USA:n s?hk?verkkoon."
1738,"SK","PS 110V /US","Zdroj 110 V - kompatibilita pre Slovak"
1738,"TH","PS 110V /US","????????????? 110 V ?????? US"
1738,"TR","PS 110V /US","110 V G?? Kayna?? - ABD uyumlu"
1738,"US","PS 110V /US","110 V Power Supply - US compatible"
1738,"ZHS","PS 110V /US","110V ?? - ?????"
1738,"ZHT","PS 110V /US","110 V ????? - US ??"
1739,"AR","SDRAM - 128 MB","????? SDRAM? ??? 128 ???? ????. ???? ?? SDRAM ?????? ???????? ?????? ??? ??? 100 ???? ?????? ???? ???? ????? ????? DRAM ????????. ???? ????? ????? SDRAM ??????? ??? ???? ?? ???? ??? ??? ?? ???? ????? ??????? ???? ???? SDRAM. SDRAM ???? ??? ????? DIMM ??? 5 ?3.3 ????."
1739,"CA","SDRAM - 128 MB","Mem?ria SDRAM, 128 MB de capacitat. Amb SDRAM es pot accedir a les dades a una velocitat de fins a 100 MHz, una rapidesa quatre vegades superior que amb les DRAM est?ndard. No obstant aix?, els avantatges de l'SDRAM nom?s es poden aprofitar plenament en ordinadors dissenyats per suportar aquesta mem?ria. L'SDRAM est? disponible en DIMM de 5 i 3,3 volts."
1739,"CS","SDRAM - 128 MB","Pam?? SDRAM, kapacita 128 MB. SDRAM m??e m?t kmito?et p??stupu k dat?m a? 100 MHz, co? je a? ?ty?ikr?t rychlej?? ne? u standardn? DRAM. V?hody pam?t? SDRAM mohou b?t pln? vyu?ity, ale jen u po??ta??, navr?en?ch na podporu pam?t? SDRAM. Pam?ti SDRAM se dod?vaj? na modulech DIMM pro nap?t? 5 V a 3,3 V."
1739,"D","SDRAM - 128 MB","SDRAM-Speicher, 128 MB Kapazit?t. SDRAM kann mit Geschwindigkeiten von bis zu 100 MHz auf Daten zugreifen, d.h. vier Mal schneller als standardm??ige DRAMs. Die Vorteile von SDRAM k?nnen jedoch nur bei Rechnern voll ausgesch?pft werden, die SDRAM unterst?tzen."
1739,"DK","SDRAM - 128 MB","SDRAM-hukommelse, 128 MB kapacitet. SDRAM kan tilgribe data med hastigheder p? op til 100 MHz, hvilket er op til fire gange s? hurtigt som standard-DRAM-moduler. Fordelene ved SDRAM kan imidlertid kun opleves fuldt ud p? computere, der er designet til at underst?tte SDRAM. SDRAM f?s p? 5 og 3,3 volt DIMM-moduler."
1739,"E","SDRAM - 128 MB","Memoria SDRAM, 128 MB de capacidad. SDRAM puede acceder a los datos a una velocidad de hasta 100 MHz, que es cuatro veces la velocidad est?ndar de DRAM. Sin embargo, las ventajas de SDRAM s?lo se pueden observar en computadoras dise?adas para soportar SDRAM. SDRAM est? disponible en DIMM de 5 y 3,3 voltios."
1739,"EL","SDRAM - 128 MB","????? SDRAM, ???????????? 128 MB. ?? ??? SDRAM ?????? ?? ????? ?????????? ????????? ?? ????????? ????? ??? 100 MHz, ?????? ????? ??? ???????? ????? ??????????? ??? ??? ?? ??? ?????? ????? DRAM. ??????, ? ??????????? ??? ?????????????? ??? SDRAM ????? ?????? ???? ?? ??????????? ??? ????? ?????????? ?? ??? ????????????. ? SDRAM ?????????? ?? DIMM ??? 5V ??? ??? 3,3V."
1739,"ESA","SDRAM - 128 MB","Memoria SDRAM, 128 MB de capacidad. SDRAM puede acceder a los datos a una velocidad de hasta 100 MHz, que es cuatro veces la velocidad est?ndar de DRAM. Sin embargo, las ventajas de SDRAM s?lo se pueden observar en computadoras dise?adas para soportar SDRAM. SDRAM est? disponible en DIMM de 5 y 3,3 voltios."
1739,"F","SDRAM - 128 MB","M?moire SDRAM, capacit? de 128 Mo. Ce type de m?moire permet d'acc?der aux donn?es ? des vitesses allant jusqu'? 100 MHz (jusqu'? quatre fois plus rapide qu'une m?moire DRAM standard). Ces performances ne peuvent toutefois ?tre r?alis?es totalement que sur des ordinateurs con?us pour prendre en charge les m?moires SDRAM. Ce type de m?moire est disponible sur des barrettes DIMM de 5 et de 3.3 volts."
1739,"FRC","SDRAM - 128 MB","M?moire SDRAM, capacit? de 128 Mo. Ce type de m?moire permet d'acc?der aux donn?es ? des vitesses allant jusqu'? 100 MHz (jusqu'? quatre fois plus rapide qu'une m?moire DRAM standard). Ces performances ne peuvent toutefois ?tre r?alis?es totalement que sur des ordinateurs con?us pour prendre en charge les m?moires SDRAM. Ce type de m?moire est disponible sur des barrettes DIMM de 5 et de 3.3 volts."
1739,"HU","SDRAM - 128 MB","SDRAM-mem?ria, 128 MB-os kapacit?s. Az SDRAM ak?r 100 MHz-es sebess?ggel is tud adatot olvasni, ami n?gyszerese a norm?l DRAM sebess?g?nek. Az SDRAM el?nye nyilv?naval?, de csak az azt t?mogat? sz?m?t?g?peken haszn?lhat?. Az SDRAM kaphat? 5 ?s 3,3 voltot DIMM-eken is."
1739,"I","SDRAM - 128 MB","Memoria SDRAM, capacit?: 128 MB. La SDRAM pu? accedere ai dati ad una velocit? massima di 100 MHz, pari a quattro volte la velocit? della memoria DRAM standard. Si pu? usufruire totalmente dei vantaggi offerti dalla SDRAM soltanto con computer progettati per supportarla. La SDRAM ? disponibile su DIMM da 5 e 3,3 volt."
1739,"IW","SDRAM - 128 MB","?????? SDRAM, ?? ?????? ?? 128 MB. ??????? SDRAM ???? ???? ??????? ?? ??????? ?? 100 MHz, ?????? ?????? ?? ???? ??? ?? ?????? DRAM ???????. ????, ???????? ?? SDRAM ?????? ?????? ?? ??? ??????? ?????? ?????? ?-SDRAM. ??????? SDRAM ???? ?-DIMMs ?? 5 ?-3.3 ????."
1739,"JA","SDRAM - 128MB","SDRAM?????128MB???SDRAM?????100MHz?????????????????????????DRAM?4???????SDRAM???????????????SDRAM??????????????????????????????????SDRAM??5V???3.3V?DIMM?????????"
1739,"KO","SDRAM - 128 MB","SDRAM ???, ?? 128MB. SDRAM? ???? 100MHz? ??? ???? ? ????. ? ??? ?? DRAM?? ? ??? ????. SDRAM? ??? ????? SDRAM? ????? ??? ?????? ??? ? ????. SDRAM? 5 ? 3.3?? DIMM?? ??? ? ????."
1739,"N","SDRAM - 128 MB","SDRAM-minne, kapasitet p? 128 MB. SDRAM kan f? tilgang til data ved hastigheter p? opptil 100 MHz, som er opptil fire ganger s? raskt som standard-DRAM. Fordelene ved SDRAM kan utnyttes fullt ut, men bare av datamaskiner som er utviklet til ? st?tte SDRAM. SDRAM er tilgjengelig p? 5- og 3-3-volts DIMM."
1739,"NL","SDRAM - 128 MB","SDRAM-geheugen, 128 MB. SDRAM kan gegevens met een snelheid van maximaal 100 MHz benaderen, wat vier keer sneller is dan standaard DRAM's. De voordelen van SDRAM kunnen alleen volledig worden benut door computers die voor SDRAM zijn ontworpen. SDRAM is beschikbaar op DIMM's van 3,3 en 5 volt."
1739,"PL","SDRAM - 128 MB","Pami?? SDRAM, 128 MB. SDRAM pracuje z maksymaln? cz?stotliwo?ci? 100 MHz, co oznacza prac? czterokrotnie szybsz? od standardowych uk?ad?w DRAM, przy czym jest wymagana odpowiednia architektura p?yty g??wnej komputera. Uk?ady SDRAM s? dost?pne jako 5- oraz 3,3-woltowe uk?ady DIMM."
1739,"PT","SDRAM - 128 MB","Mem?ria SDRAM, 128 MB de capacidade. ? poss?vel ? mem?ria SDRAM ter acesso aos dados a velocidades at? 100 MHz, cerca de quatro vezes mais r?pido do que DRAMs standard. Contudo, s? ? poss?vel beneficiar integralmente das vantagens da mem?ria SDRAM em computadores concebidos para suportar SDRAM. A mem?ria SDRAM est? dispon?vel em DIMMs de 5 e 3,3 volts."
1739,"PTB","SDRAM - 128 MB","Mem?ria SDRAM, capacidade de 128 MB. A SDRAM pode acessar dados, a velocidades de at? 100 MHz, ou seja, quatro vezes mais r?pida do que as DRAMs padr?o. Entretanto, as vantagens da SDRAM s? podem ser totalmente percebidas pelos computadores projetados para suportarem a SDRAM. A SDRAM est? dispon?vel em DIMMs de 5 e 3,3 volts."
1739,"RO","SDRAM - 128 MB","Memorie SDRAM, capacitate 128MO. SDRAM acceseaz? datele la viteze de p?n? la 100 MHz, ceea ce ?nseamn? de p?n? la patru ori mai rapid dec?t DRAM-urile standard. Avantajele SDRAM pot fi realizate, totu?i, numai de calculatoare proiectate s? accepte SDRAM. SDRAM este disponibil? pe DIMM-uri de 5V ?i 3,3V."
1739,"RU","SDRAM - 128 MB","?????? SDRAM, ??? ??????? 128 ??. SDRAM ???????????? ?????? ? ?????? ? ???????? ?? 100 ??? - ????? ? ?????? ???? ??????? ??????????? DRAM. ?????? ???????????? SDRAM ????? ???? ????????? ??????????? ?????? ? ???????????, ?????????????? SDRAM. ?????? SDRAM ???????? ? ???? ??????? DIMM ? ???????? 5 ? 3,3 ?????."
